"","subjectline"
"2495"," I mean why not"
"2496"," Dan Gillmor responds to Jack Valenti"
"2497"," [zzzzteana] Pravda reports cities on the moon!"
"2498"," http://english.pravda.ru/main/2002/10/05/37771.html"
"2499"," Un"
"2500"," ""I meditated in a cave for 12 years and now I'm here to tell you"
"2501"," Automotive software Easter Egg discovered"
"2502"," Motel holds mans wheelchair ransom."
"2503"," Brown budget plans in disarray"
"2504"," Bank robber gets the loot, makes it out of bank, shoots self in"
"2505"," Cat shot through eye with horse dart tranquilizer roams"
"2506"," The plight of Qadir Fedayee"
"2507"," Space shuttle ready for return"
"2508"," Drug halves genital herpes transmission"
"2509"," [ILUG] cups question"
"2510"," Saddam set to let inspectors in"
"2511"," The new trailer for the Lord of the Rings comes out today on AOL"
"2512"," Portillo dig at Blunkett in fringe double act"
"2513"," Show-and-tell nearly extinct because it might hurt children's"
"2514"," How I made Edwina tell all"
"2515"," Randy Moss smokes ganja"
"2516"," what is the sound of one knee jerking?"
"2517"," Toddler falls from a first-storey window, saved from injury by"
"2518"," Apple Switch parodies"
"2519"," 100 not safe for work pics for chicks. WEENERS."
"2520"," Re: [ILUG] mini-itx"
"2521"," da bomb"
"2522"," Wedding etiquette"
"2523"," Think before you leap, man flies powered parachute into"
"2524"," Truck driver leaves trail of smelly pizza waste along major"
"2525"," Scientists prove that shoe size and penis size are not linked."
"2526"," Bush orders Sharon to obey UN resolutions so US can gather"
"2527"," Synthetic vitamin boosts bone growth"
"2528"," Quickly"
"2529"," Family's ""pet"" raccoon attacks baby in crib"
"2530"," TV sports babe in trouble for locker room antics"
"2531"," [zzzzteana] ""Put this in your stereo and smoke it ... """
"2532"," West Coast port closures may cancel Christmas."
"2533"," Cobain dispute settled"
"2534"," Man tries to bungee from bridge to passing cruise ship, bashes"
"2535"," Woman finds rubber glove in hamburger bun. Will now sue"
"2536"," Farker Chakalasp dares you to Photoshop him"
"2537"," Equitable prepares to compensate 70,000"
"2538"," Photoshop Sean Connery giving us some good advice"
"2539"," YOUR a STUPID Idj0t"
"2540"," Best"
"2541"," Madonna is actually quite shy"
"2542"," Re: [zzzzteana] Not a materialisation, but a transfiguration"
"2543"," Liddle quits Today with new BBC deal"
"2544"," The worst Freddy Krueger costume ever"
"2545"," Family refuses to cancel expensive wedding just because the groom"
"2546"," UFOs in the Sky!"
"2547"," Tibetans see hint of detente with China"
"2548"," catalogs.google.com - in time for xmas?"
"2549"," Pensioners and housebuyers suffer"
"2550"," FreeBSD or Linux for your MySQL Server?"
"2551"," Forged documents, public drinking, massive fistfights... Who knew"
"2552"," New iBooks and PowerBooks"
"2553"," Re: [zzzzteana] Moon over ocean"
"2554"," PFI hospital's �97m pay bill could cost NHS billions"
"2555"," Disney's no-good Park-Czar replaced"
"2556"," Freak breaks world record by clipping 153 clothespins on his face"
"2557"," Man rappels off of city bridge trying to hitch a free ride on a"
"2558"," Professional dog poop scooper has 300 customers"
"2559"," British National Health Service to provide vibrators to women"
"2560"," Photoshop Theme.. ways to smuggle weapons-grade Uranium ."
"2561"," No Blackpool illumination from these control freaks"
"2562"," Contact lenses 'boost sexual success'"
"2563"," Giant Congo hydroelectric project is a 'betrayal'"
"2564"," Re: [zzzzteana] Bad Buffalo"
"2565"," Kid crams acorn up his nose, hilarity ensues"
"2566"," The Boston Globe on Linux and OS X"
"2567"," curb your celebrity"
"2568"," Sourceforge sells out"
"2569"," The Ozone Hole is getting smaller... But Leroy's Getting LARRRRRGER"
"2570"," Detective sends out Al Qaeda warning based on Onion story"
"2571"," ""Cram school"" operator arrested for trying to cram it into a 13"
"2572"," Tip of the Day: When trying to kill head lice with rubbing"
"2573"," Man's leg is found 7 miles from a hit and run accident"
"2574"," Photoshop a kid getting his tounge measured"
"2575"," RE: [zzzzteana] Moon over ocean"
"2576"," Carcooning"
"2577"," False teeth to fake limbs, crazy things left behind in hotels"
"2578"," Rail crash bereaved sue over line safety"
"2579"," Oracle of Google"
"2580"," If you're going to turn on an electric pump to remove water from"
"2581"," Mac OS X browsers"
"2582"," Is rap music art? Rap song about farting answers that question"
"2583"," ATT Wireless Location tracking"
"2584"," Cops sabotaging their own in car video cameras to avoid looking"
"2585"," New Strongbad E-Mail"
"2586"," Re: [zzzzteana] Illusionist emerges after 24 hours underwater"
"2587"," There are four lights"
"2588"," quick hack"
"2589"," Record industry defends practices to Senate"
"2590"," US rejects Iraq inspections deal"
"2591"," Education debate"
"2592"," RedHat 8.0 ISO Mirror(s)"
"2593"," The subtle art of sugaring bitter pills goes down well"
"2594"," Patients to get chemically ""sterilised"" blood"
"2595"," Senators threaten to rein in Bush"
"2596"," Drivezilla -- 200GB Drives from Western Digital"
"2597"," Re: [zzzzteana] The Coming Firestorm"
"2598"," New P2P network funded by US government"
"2599"," Viruses that also hack computers on the rise"
"2600"," If it's too loud, you're too French"
"2601"," Toward Mac OS XX"
"2602"," International agreements"
"2603"," The Office: too painful to watch?"
"2604"," Danger Hiptop reviewed"
"2605"," The Blair message: be bold"
"2606"," Food 'cancer chemical' reaction identified"
"2607"," Bloodhag interviewed"
"2608"," [zzzzteana] re: Steam"
"2609"," never a cent"
"2610"," OSXCon Thoughts for Tuesday"
"2611"," Distributed.net cracks the RC5-64 cipher"
"2612"," Kevin Mitnick's laptop, signed by Woz, on eBay"
"2613"," Nationwide predicts 23% house price rise"
"2614"," TrackBack for OSXCON"
"2615"," Big Five record companies guilty of price fixing"
"2616"," Clarion comes to Australia!"
"2617"," When an engineer flaps his wings"
"2618"," Smitten"
"2619"," [zzzzteana] Cambodian Buddhaas unearthed"
"2620"," Comics Journal interviews Ted Rall"
"2621"," Shader Integration: Merging Shading Technologies on the Nintendo"
"2622"," NYT discovers Linux in late 2002"
"2623"," Quantum cryptography takes to the skies"
"2624"," Mathematics film-festival in October in Berkeley"
"2625"," Cypriot leaders in last-ditch attempt at unification"
"2626"," Enron finance chief is handcuffed"
"2627"," Perl.  It's just a language."
"2628"," Vintage Music Archive"
"2629"," Don't do the brown WiFi, the brown WiFi is BAD"
"2630"," [zzzzteana] Height, weight, girth, etc"
"2631"," Reunion"
"2632"," Insanely complicated"
"2633"," Sidekick, your mobile blogging pal"
"2634"," RDF redux"
"2635"," Gillmor: Apple's fair-use friendly OS?"
"2636"," TV democracy in action"
"2637"," Warplane system 'could stop mid-air explosions'"
"2638"," Marriage makes both sexes happy"
"2639"," Robbie Williams signs �80m deal"
"2640"," Call this a party?"
"2641"," [zzzzteana] Emigrate to Russia? That's a steppe too far"
"2642"," Fight Piracy -- Regulate Potty Chairs!"
"2643"," Clinton: Blair's the man to trust"
"2644"," Job Offers and My Resume"
"2645"," Best served cold"
"2646"," Wed. OSXCon Keynote -- Jordan Hubbard"
"2647"," Not Many OS X Conference Blogs"
"2648"," Fatal seal epidemic burns out"
"2649"," Currie returns to pile scorn on Major"
"2650"," On Windley's Radar Too"
"2651"," Wed. OSXCon Panel Discussion"
"2652"," [zzzzteana] Six arrested for attacking Palio jockey who defected"
"2653"," I've been snowed under for the last four weeks, working on the"
"2654"," Iraq invasion a 'hair-trigger' away"
"2655"," Blog de jeanpoole interviews Mark"
"2656"," OSXCon Wed. -- James Gosling"
"2657"," Catalog of Tomorrow released"
"2658"," Hurricane Lili closes shuttle Mission Control"
"2659"," Notes from OSXCon's DRM and Digital Hub panel"
"2660"," UK 'should ban nuclear arms'"
"2661"," Switcher"
"2662"," OSXCon: Development Lessons from Bare Bones Software"
"2663"," [zzzzteana] That wacky imam"
"2664"," Education debate"
"2665"," 300,000 exams to be reviewed"
"2666"," Cast not the first stone"
"2667"," History of the tilde"
"2668"," Catching up"
"2669"," CSS and mobile devices"
"2670"," Microsoft redesign"
"2671"," Permanent blue skin for silver drinking politician"
"2672"," Executive pay leaps ahead 17%"
"2673"," Robot census"
"2674"," [zzzzteana] White Horse vandalised"
"2675"," Government plans to hand out free Valium"
"2676"," Profiteers resell Africa's Aids drugs"
"2677"," Why is it so hard to get a cab in San Francisco?"
"2678"," Blix told to await new orders on Iraq"
"2679"," Culture Jamming"
"2680"," 'Flipping' Goldman fingered"
"2681"," RSS Critical Mass"
"2682"," Troubled Royal Ballet eyes US director"
"2683"," Don't do the brown WiFi, the brown WiFi is BAD"
"2684"," Digital service launches with 30 free channels"
"2685"," [zzzzteana] Crop Idol: Crop circle competition"
"2686"," Snub for minister in election row"
"2687"," 'Miracle' gene therapy trial halted"
"2688"," Blair apologises for exam fiasco"
"2689"," Electronic circuits created in a flash"
"2690"," World's funniest joke revealed"
"2691"," Papon release prompts healthy scepticism"
"2692"," Blood pressure drugs ""slow ageing"""
"2693"," Cellular doom"
"2694"," Phone companies compared"
"2695"," Mass human sacrifice unearthed in Peru"
"2696"," Re: [zzzzteana] That wacky imam"
"2697"," Internet creaks after huge network crash"
"2698"," For you, and you, and Timmy"
"2699"," Medieval powers in City trial of strength"
"2700"," Our men from the private sector"
"2701"," Robbie's �80m deal puts EMI on new path"
"2702"," West Nile virus transmitted in breast milk"
"2703"," Space probe kit will fight terrestrial crime"
"2704"," Amorous ostriches scoop Ig Nobel prize"
"2705"," Houses rise �1,100 a week"
"2706"," A nation searches its soul"
"2707"," [zzzzteana] It's August, and big cats are on the prowl"
"2708"," Weird museums of NYC"
"2709"," Cosmic crash of speeding jets tracked"
"2710"," Bush veto on Middle East talks"
"2711"," Gaiman kicks McFarlane's ass in court"
"2712"," 'I am an enemy of your country'"
"2713"," Sidekick's browser blows"
"2714"," Data-mine your hard-drive with SixDegrees"
"2715"," Hoax!"
"2716"," Times Square as it was"
"2717"," Bosnia goes it alone for first full poll"
"2718"," [zzzzteana] Fwd: Hill Monuments defaced to promote hunting"
"2719"," Barclay twins buy Littlewoods"
"2720"," New Gunner Gilberto is quick to earn his stripes"
"2721"," Hype is all for tired old Panorama"
"2722"," Another fine mess I've got myself into..."
"2723"," The boy for Brazil?"
"2724"," to the courthouse"
"2725"," Bugbear email steals card data"
"2726"," Second-hand sales blamed for bedbugs' comeback"
"2727"," Blue people of the world unite!"
"2728"," Freedom deal for Real IRA man"
"2729"," RE: [zzzzteana] Digest Number 2453"
"2730"," Curling videogame hits bigtime"
"2731"," Fading blue"
"2732"," Glennf responds to warchalking FUD"
"2733"," Bin Laden is still alive, reveals spy phone satellite"
"2734"," Pix from Austin"
"2735"," Global crash fears as German bank sinks"
"2736"," Seaman recalled for Euro campaign"
"2737"," Perl programmers are so cute"
"2738"," Animated existentialism"
"2739"," Accessibility watershed?"
"2740"," Re: [SAtalk] Re: patent on TMDA-like system"
"2741"," All digital"
"2742"," Central"
"2743"," Business card design"
"2744"," 1Mb/s through mud"
"2745"," GDC 2002: Game Scripting in Python"
"2746"," Postmortem: Pixelogic's The Italian Job"
"2747"," Rapid immune reaction key to staving off AIDS"
"2748"," Outsourcing Reality: Integrating a Commercial Physics Engine"
"2749"," Tags reveal if frozen food is rotten"
"2750"," New light on a lost world of shattered icons"
"2751"," Re: The GOv gets tough on Net Users.....er Pirates.."
"2752"," Cyberspace in the 21st Century: Part Seven, Security is Relative"
"2753"," Designer's Notebook: Stop Calling Games ""Addictive""!"
"2754"," Conversations From GDC Europe: Bill Fulton, Zeno Colaco, Harvey Smith"
"2755"," Play by Play: Effective Memory Management"
"2756"," Football players addicted to video football"
"2757"," Reflections from GDC Europe: It's A Complex (Game) World"
"2758"," Shooting from the Hip: An Interview with Hip Tanaka"
"2759"," Conversations From GDC Europe: Mark Cerny, Jonty Barnes, Jason"
"2760"," A Non-Integer Power Function on the Pixel Shader"
"2761"," Ministers issue gag orders for MI5 trial"
"2762"," Re: Startups, Bubbles, and Unemployment (fwd)"
"2763"," Postmortem: Ubi Soft China's Music Up -- Summer Rainbow"
"2764"," 9/11, war in Iraq threaten Disney parks"
"2765"," Artist Gallery: Troy Paradise"
"2766"," The Analyst Primer"
"2767"," Shader Integration: Merging Shading Technologies on the Nintendo"
"2768"," Keeping up with The Sims: Managing Large Scale Game Content"
"2769"," Product Review: Virtools Dev 2.0"
"2770"," Four Ways to Use Symbols to Add Emotional Depth to Games"
"2771"," Our Dumb Pipeline"
"2772"," Rendering the Great Outdoors: Fast Occlusion Culling for Outdoor"
"2773"," Re: The GOv gets tough on Net Users.....er Pirates.."
"2774"," Product Review: Darkling Simulations' Dark Tree 2"
"2775"," Tory leader risks all on 80s revival"
"2776"," Al-Qaida suspected in tanker blast"
"2777"," Bank of Ireland admits Abbey overtures"
"2778"," Born to be wild - then shot"
"2779"," A-level student sues for �100,000 over 'grade fixing'"
"2780"," Ehiogu fills the Ferdinand gap"
"2781"," 'Stay on to 70' call grows"
"2782"," Two in court on IRA spy charges"
"2783"," Apple: Heinous DVD Pirates"
"2784"," DataPower announces XML-in-silicon"
"2785"," Reclaiming privacy with laser-pointers"
"2786"," 10Mb/s through skin"
"2787"," My OS X Keynote"
"2788"," My Good Easy"
"2789"," Eldred Press Watch"
"2790"," Physics auction nets half-mil for Einstein"
"2791"," Welcome, Danny and Quinn!"
"2792"," Boy shot at school gate"
"2793"," Toy otaku heaven"
"2794"," MySQL 4.1 Source Tree Available"
"2795"," RE: The Curse of India's Socialism"
"2796"," Re: The Curse of India's Socialism"
"2797"," Hopes fade in Ulster crisis talks"
"2798"," A&L Daily to be auctioned in bankruptcy"
"2799"," Delphi Questions, a new _Joel on Software_ discussion group."
"2800"," 'I'm just an idiot'"
"2801"," City Planning Funnies"
"2802"," Support for Iraq action at new low of 32%"
"2803"," Seeing is believing"
"2804"," A Watched Server Never Breaks"
"2805"," 'Nasty party' warning to Tories"
"2806"," Species at risk of extinction growing"
"2807"," Re: DataPower announces XML-in-silicon"
"2808"," Indie artist hits top-ten by engaging audience"
"2809"," At last, I have an excuse"
"2810"," Steven Levy's wireless neighbors"
"2811"," Nobel prize for British and US scientists"
"2812"," Factories go flat while we dither over the euro"
"2813"," Barney Not Found"
"2814"," Movable Type 2.5 is out"
"2815"," Trip Notes"
"2816"," In praise of evolvable formats"
"2817"," Lego harpsichord: A for Obsessiveness, F for Tunefulness"
"2818"," RE: DataPower announces XML-in-silicon"
"2819"," DataPower announces XML-in-silicon"
"2820"," $15,000 umbrella stand: nothing exceeds like excess"
"2821"," Skinny Acoustic Bass"
"2822"," BSkyB recruits heavyweight non-execs"
"2823"," Plans for new youth units blocked"
"2824"," Paddick backers angry at Met move"
"2825"," Excellent Tim Biskup card deck"
"2826"," MC Escher in Lego"
"2827"," Doesn't smell like team spirit"
"2828"," JJB Sports chief found hanged"
"2829"," Blair challenge to IRA"
"2830"," Re: DataPower announces XML-in-silicon"
"2831"," Palm-sized translators going to Iraq"
"2832"," Tate unveils its biggest work"
"2833"," Ink is speech"
"2834"," US use of lie detector tests criticized"
"2835"," Neutrino and X-ray physicists win Nobel Prize"
"2836"," Davis stirs grassroots with right to buy promise"
"2837"," Mystery Indian virus heading for Europe"
"2838"," Critical breast cancer gene identified"
"2839"," Bournemouth blues"
"2840"," Feedback from my posting about FogBUGZ Setup fell into four"
"2841"," RE: DataPower announces XML-in-silicon"
"2842"," DataPower announces XML-in-silicon"
"2843"," Working for the Mouse"
"2844"," Japa-crappers get high-tech"
"2845"," America's great misleader"
"2846"," Live forever or die trying"
"2847"," Words fail me"
"2848"," Wedding music"
"2849"," Six"
"2850"," Five"
"2851"," [IMG: http://www.joelonsoftware.com/pictures/dhtml2d.jpg (Dynamic"
"2852"," CIA in blow to Bush attack plans"
"2853"," Re: DataPower announces XML-in-silicon"
"2854"," Italy goes over old battlegrounds"
"2855"," Leader tells Tories: stop sniping"
"2856"," Twilight Zone"
"2857"," Australia declares world's largest marine reserve"
"2858"," DNA match brings breakthrough"
"2859"," Monster molecule techniques win Chemistry Nobel"
"2860"," Missing Fleet Week"
"2861"," US use of lie detector tests criticised"
"2862"," Good Earnings Report"
"2863"," Monkey or man?"
"2864"," Canadians"
"2865"," Musharraf keeps his hands on the reins"
"2866"," 'Seminal' eczema study reveals skin's broken defences"
"2867"," Now we are 10"
"2868"," Brown accused of backtracking on regional museums"
"2869"," Plan to recover nuclear gas rejected"
"2870"," Meet Carol Ann Duffy"
"2871"," Wannabe fathers ramp up testosterone"
"2872"," 'Bust' market closes two Powergen stations"
"2873"," Gene technique reveals human evolution"
"2874"," Go-ahead for new-style hospitals"
"2875"," Re: [zzzzteana] FWD [fort] Evidence Britons Were In The US In The6th Century"
"2876"," Malicious code hidden in email software"
"2877"," 'Flexible' retirement gains ground"
"2878"," Critical US satellites could be hacked"
"2879"," [zzzzteana] Hit a Bigfoot in Maine?  You own it!"
"2880"," =?iso-8859-1?Q?Re:_RE:_=5Bzzzzteana=5D_Sitting_Bull_=FCber_alles_=5BLong=5D?="
"2881"," [zzzzteana] Ray Wallace"
"2882"," [zzzzteana] Re: UK rich-b*st*rds TV alert"
"2883"," [zzzzteana] Re: Archer-UK TV Alert"
"2884"," [zzzzteana] FWD (SK) Re: Quotation wanted [pseudoscience - a skeptic's view]"
"2885"," [IIU] Postcards from Planet Google *LONG*"
"2886"," Re: [zzzzteana] Secondhand books online"
"2887"," [ILUG] eircom mail"
"2888"," [zzzzteana] Re: Argh!"
"2889"," Re: [zzzzteana] Re: Archer-UK TV Alert"
"2890"," [zzzzteana] FWD [UASR][TheHickmanReport] Jets Attempt to Intercept 'Contrail'"
"2891"," [zzzzteana] FWD (SK) Japanese tentacle porn [was Re: Com'on Baby, Lite my Fire]"
"2892"," [zzzzteana] RE: Argh!"
"2893"," Re: [zzzzteana] RE: Argh!"
"2894"," [zzzzteana] Ray Wallace (1919-2002)"
"2895"," RE: Mercedes-Benz G55"
"2896"," Re: Mercedes-Benz G55"
"2897"," [use Perl] Stories for 2002-12-02"
"2898"," [zzzzteana] The new Steve Earle"
"2899"," RE: [zzzzteana] Argh!"
"2900"," Re: [zzzzteana] Argh!"
"2901"," Re: alsa:bass and treble"
"2902"," [zzzzteana] re: Argh!"
"2903"," RE: Mercedes-Benz G55"
"2904"," Re: Mercedes-Benz G55"
"2905"," Re: [zzzzteana] FWD (SK) Japanese tentacle porn [was Re: Com'on Baby, Lite my Fire]"
"2906"," RE: [zzzzteana] Fire fighters"
"2907"," Man uses cell phone to take snap inside schoolgirl's skirt"
"2908"," RE: [zzzzteana] Re: Argh!"
"2909"," [zzzzteana] Re: Amazingly Accurate (For a Sunday Morning)"
"2910"," Re: [zzzzteana] The new Steve Earle"
"2911"," [zzzzteana] Re: Archer-UK TV Alert"
"2912"," RE: [zzzzteana] Re: Archer-UK TV Alert"
"2913"," [zzzzteana] Re: Archer-UK TV Alert"
"2914"," [zzzzteana] Re: Archer-UK TV Alert"
"2915"," RE: [ILUG] eircom mail"
"2916"," RE: [zzzzteana] Re: Archer-UK TV Alert"
"2917"," Fly free"
"2918"," [zzzzteana] Christians struck by lightning..."
"2919"," Re: [zzzzteana] An announcement"
"2920"," [zzzzteana] Daft crimes etc"
"2921"," [ILUG] Got me a crappy laptop"
"2922"," [ILUG-Social] spam..."
"2923"," Re: [SAtalk] Blocking ?"
"2924"," Re: [zzzzteana] Funny News story #1"
"2925"," Re: [zzzzteana] An announcement"
"2926"," [zzzzteana] An announcement"
"2927"," Re: [zzzzteana] An announcement"
"2928"," Re: [ILUG] Time sync on dialup"
"2929"," Re: Men et Toil"
"2930"," Re: [Spambayes] Current version"
"2931"," Re: [ILUG-Social] spam..."
"2932"," Re: Are bad developer libraries the problem with M$ software?"
"2933"," [ILUG] find the biggest file"
"2934"," Re: Are bad developer libraries the problem with M$ software?"
"2935"," Re: Are bad developer libraries the problem with M$ software?"
"2936"," Re: Are bad developer libraries the problem with M$ software?"
"2937"," Re: [Spambayes] Current version"
"2938"," RE: [Spambayes] New web training interface for pop3proxy"
"2939"," [zzzzteana] University boom creates era of sexual tolerance"
"2940"," RE: [zzzzteana] More Michael Jackson wierdness"
"2941"," RE: [zzzzteana] Re: FWD (ExT) USA more popular than ever in Britain"
"2942"," [zzzzteana] Re: FWD (ExT) USA more popular than ever in Britain"
"2943"," [zzzzteana] By the way"
"2944"," [zzzzteana] must see"
"2945"," Re: [ILUG] PostgreSQL vs. MySQL"
"2946"," [zzzzteana] Re: By the way"
"2947"," Re: [ILUG] Got me a crappy laptop"
"2948"," [zzzzteana] Bomb Ikea"
"2949"," [ILUG] dual keyboards"
"2950"," Re: [ILUG] dual keyboards"
"2951"," [ILUG] Linux Install"
"2952"," [zzzzteana] Re: Bomb Ikea"
"2953"," RE: [ILUG] Linux Install"
"2954"," [zzzzteana] Surfing the tube"
"2955"," Re: [ILUG] Linux Install"
"2956"," Re: [ILUG] Linux Install"
"2957"," [Spambayes] Re: New Application of SpamBayesian tech?"
"2958"," [ILUG] doolin"
"2959"," Re: [ILUG] Linux Install"
"2960"," Re: [ILUG] find the biggest file"
"2961"," Re: [ILUG] find the biggest file"
"2962"," Re: [ILUG] converting strings of hex to ascii"
"2963"," RE: [ILUG] doolin"
"2964"," [ILUG] doolin"
"2965"," [ILUG] Using Normal IDE Device with a Dell Latitude CPx laptop"
"2966"," Re: [ILUG] Using Normal IDE Device with a Dell Latitude CPx laptop"
"2967"," Re: [ILUG] find the biggest file"
"2968"," Re: [ILUG] Using Normal IDE Device with a Dell Latitude CPx laptop"
"2969"," [ILUG] [OT] Dell machine giving me hassle."
"2970"," Re: [ILUG] Using Normal IDE Device with a Dell Latitude CPx laptop"
"2971"," FW: [ILUG] Using Normal IDE Device with a Dell Latitude CPx lapto p"
"2972"," Re: [ILUG] Using Normal IDE Device with a Dell Latitude CPx"
"2973"," RE: [ILUG] [OT] Dell machine giving me hassle."
"2974"," [ILUG] [OT] Dell machine giving me hassle."
"2975"," RE: [ILUG] [OT] Dell machine giving me hassle."
"2976"," Re: [ILUG] directory merging"
"2977"," [ILUG] PPPD disconnects on me!"
"2978"," Re: [ILUG] converting strings of hex to ascii"
"2979"," Re: [ILUG] find the biggest file"
"2980"," Re: [ILUG] find the biggest file"
"2981"," Re: [ILUG] converting strings of hex to ascii"
"2982"," Re: [ILUG] [OT] Dell machine giving me hassle."
"2983"," Re: [ILUG] Newbie seeks advice - Suse 7.2"
"2984"," ALSA (almost) made easy"
"2985"," Re: ALSA (almost) made easy"
"2986"," Re: [SAtalk] Setting up a spam eating address"
"2987"," Re: [SAtalk] False Positive of the Week"
"2988"," Patch to enable/disable log"
"2989"," [zzzzteana] Compensation for World's youngest mother"
"2990"," Canadians again - something a little more substantive"
"2991"," [zzzzteana] RE:Pictish"
"2992"," [zzzzteana] Re: That wacky imam"
"2993"," [zzzzteana] Lincs lizard"
"2994"," [zzzzteana] Hot rock"
"2995"," [zzzzteana] 'Lost' penguins found alive"
"2996"," /home/dude"
"2997"," [zzzzteana] Big cats 'on the increase'"
"2998"," [zzzzteana] US Army tests portable translator"
"2999"," [zzzzteana] Worryingly sophisticated bees"
"3000"," [zzzzteana] Betamax finally laid to rest"
"3001"," [ILUG] Hayes Accura ISDN PCI"
"3002"," [ILUG] Modem Problems"
"3003"," Re: [zzzzteana] Re: That wacky imam"
"3004"," [zzzzteana] Re: Cincinnati Group Wants To Stamp Out Hotel Sex Movies"
"3005"," Re: [zzzzteana] Save the planet, kill the people"
"3006"," [zzzzteana] Frog Fall at Cheapside"
"3007"," Re: [zzzzteana] Free Web Hosting?"
"3008"," Re: [zzzzteana] FWD (TLCB) Jimmy Carter: The Troubling, New Face of America"
"3009"," [zzzzteana] Scissors are a snip for Third World"
"3010"," Re: [zzzzteana] Save the planet, kill the people"
"3011"," Re: [zzzzteana] Save the planet, kill the people"
"3012"," [zzzzteana] Hitler-style applicant welcomed by parties"
"3013"," [ILUG] Flat rate is back lads!"
"3014"," Re: [ILUG] modem problems"
"3015"," Re: [ILUG] Newby to Linux looking for information on cvs"
"3016"," RE: [ILUG] Newby to Linux looking for information on cvs"
"3017"," OT: RE: [ILUG] Newby to Linux looking for information on cvs"
"3018"," RE: [ILUG] Newby to Linux looking for information on cvs"
"3019"," Re: [ILUG] Newby to Linux looking for information on cvs"
"3020"," Re: [ILUG] windows users accessing cvs..."
"3021"," [ILUG] PCTel modules"
"3022"," Re: [ILUG] PCTel modules"
"3023"," [ILUG] semaphores on linux RH7.3"
"3024"," [SAdev] [Bug 839] mailbox corruption not fixed with procmail 3.22"
"3025"," QOTD: Cigarettes, fast food, beer."
"3026"," Re: use of base image / delta image for automated recovery from attacks"
"3027"," Re: The absurdities of life."
"3028"," Re: The absurdities of life."
"3029"," process music: Mekons"
"3030"," Origins of Software Engineering"
"3031"," The Disappearing Alliance"
"3032"," Re: The Disappearing Alliance"
"3033"," Re: The absurdities of life."
"3034"," RE: The Disappearing Alliance"
"3035"," The Disappearing Alliance"
"3036"," Lord of the Ringtones: Arbocks vs. Seelecks"
"3037"," [NYT] Korea's Real Rage for Virtual Games"
"3038"," Re: ActiveBuddy"
"3039"," [ILUG] connecting at 1200bps in RH7.3 (help!)"
"3040"," Re: [ILUG] connecting at 1200bps in RH7.3 (help!)"
"3041"," Re: [ILUG] cups question"
"3042"," Re: [ILUG] Interesting article on free software licences"
"3043"," Re: [ILUG] Modem question"
"3044"," Re: [ILUG] mini-itx"
"3045"," Re: [ILUG] Interesting article on free software licences"
"3046"," Re: RedHat 8.0 and his own freetype"
"3047"," KVim 6.1.141"
"3048"," Re: mplayer not working for me"
"3049"," Re: Zoot apt/openssh & new DVD playing doc"
"3050"," Re: RedHat 8.0 and his own freetype"
"3051"," Re: Nessus?"
"3052"," xine cannot play DVDs - ""liba52: a52_block error"""
"3053"," Ack, apt-get still failing for me, stumped. [RH8]"
"3054"," Re: RH 8 no DMA for DVD drive"
"3055"," Re: RH 8 no DMA for DVD drive"
"3056"," Re: Zoot apt/openssh & new DVD playing doc"
"3057"," Re: RedHat 8.0 and his own freetype"
"3058"," Re: RedHat 8.0 and his own freetype"
"3059"," Re: Zoot apt/openssh & new DVD playing doc"
"3060"," Re: RedHat 8.0 and his own freetype"
"3061"," Re: Apt repository authentication: it's time"
"3062"," Re: Apt repository authentication: it's time"
"3063"," Re: Apt repository authentication: it's time"
"3064"," [zzzzteana] Plumstead Panther - Pictures!"
"3065"," [zzzzteana] A Billy for the septics"
"3066"," [zzzzteana] Punch bags filled with incontinence pads"
"3067"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3068"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3069"," Re: The case for spam"
"3070"," Re: The case for spam"
"3071"," Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was Re: My brain hurts)"
"3072"," Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was Re: My brain hurts)"
"3073"," Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was Re: My brain hurts)"
"3074"," A biblical digression"
"3075"," NYTimes.com Article: Texas Pacific Goes Where Others Fear to Spend"
"3076"," My source: RE: A biblical digression"
"3077"," Re: A biblical digression"
"3078"," Re: A biblical digression"
"3079"," TGE: Thugs of South Boston and The Revenge of the Bandit Princess"
"3080"," Re: My source: RE: A biblical digression"
"3081"," Computational Recreations"
"3082"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3083"," Re: Computational Recreations"
"3084"," Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was Re: My brain hurts)"
"3085"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3086"," How unlucky can you get?"
"3087"," Re: How unlucky can you get?"
"3088"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3089"," Re: The GOv gets tough on Net Users.....er Pirates.."
"3090"," Re: How unlucky can you get?"
"3091"," Re: The Curse of India's Socialism"
"3092"," Re: The Curse of India's Socialism"
"3093"," Re: The Curse of India's Socialism"
"3094"," Re: The Curse of India's Socialism"
"3095"," Re: The Curse of India's Socialism"
"3096"," Re: The Curse of India's Socialism"
"3097"," RE: sprint delivers the next big thing??"
